Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.04232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414169,-0.427716,0.159825,-0.0209585,0,0,0,0,0,0,0,0
2.00285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333009,-1.15504e-14,0.0108887,0.236821,-0.355638,0.164827,-0.0250839,0,0,0,0,0,0,0,0
